timestamp,device_id,co2 (ppm),voc (ppb),pm1 (µg/m³),pm25 (µg/m³),pm4 (µg/m³),pm10 (µg/m³),temp_c (°C),rh (%),health_index
2025-10-10T15:35:00Z,FieldLab.001,788,164,,,,,22.5,43.9,100.0
2025-10-10T15:40:00Z,AirQ.001,734,543,10.5,13.8,16.2,23.2,22.7,38.9,67.5
2025-10-10T15:40:00Z,SPS3.001,690,175,37.0,66.5,90.9,145.5,22.8,41.4,60.0
2025-10-10T15:40:00Z,FieldLab.001,895,156,,,,,22.2,40.6,90.5
2025-10-10T15:45:00Z,AirQ.001,680,803,12.0,13.9,17.4,18.9,22.2,40.4,61.0
2025-10-10T15:45:00Z,SPS3.001,715,290,33.2,60.3,82.3,128.4,22.2,39.2,54.4
2025-10-10T15:45:00Z,FieldLab.001,880,137,,,,,21.8,44.1,92.0
2025-10-10T15:50:00Z,AirQ.001,811,611,9.6,11.9,13.4,15.0,22.8,40.9,64.2
2025-10-10T15:50:00Z,SPS3.001,751,173,33.2,60.3,83.7,124.5,22.4,44.2,60.0
2025-10-10T15:50:00Z,FieldLab.001,723,198,,,,,21.6,40.4,100.0
2025-10-10T15:55:00Z,AirQ.001,793,734,11.5,13.9,13.9,16.6,22.6,40.4,62.0
2025-10-10T15:55:00Z,SPS3.001,739,260,32.6,59.0,77.0,126.9,22.7,39.0,56.2
2025-10-10T15:55:00Z,FieldLab.001,824,128,,,,,21.8,42.8,97.6
2025-10-10T16:00:00Z,AirQ.001,726,846,8.8,10.1,13.1,15.3,22.8,41.9,63.4
2025-10-10T16:00:00Z,SPS3.001,712,241,32.9,60.2,81.5,123.5,22.6,40.4,57.4
2025-10-10T16:00:00Z,FieldLab.001,818,186,,,,,22.6,43.3,98.2
2025-10-10T16:05:00Z,AirQ.001,804,590,13.7,15.8,18.0,23.6,22.4,39.5,62.6
2025-10-10T16:05:00Z,SPS3.001,783,195,40.1,70.4,94.6,147.6,22.4,40.6,60.0
2025-10-10T16:05:00Z,FieldLab.001,820,165,,,,,21.6,41.8,98.0
2025-10-10T16:10:00Z,AirQ.001,705,769,8.6,10.3,12.3,12.8,22.7,39.9,64.3
2025-10-10T16:10:00Z,SPS3.001,760,193,31.5,56.1,74.6,120.2,22.4,40.2,60.0
2025-10-10T16:10:00Z,FieldLab.001,747,150,,,,,22.0,40.6,100.0
2025-10-10T16:15:00Z,AirQ.001,805,735,9.8,11.9,14.2,15.5,22.5,42.0,63.1
2025-10-10T16:15:00Z,SPS3.001,667,262,34.8,63.7,85.0,132.9,22.6,40.3,56.1
2025-10-10T16:15:00Z,FieldLab.001,728,182,,,,,22.5,41.0,100.0
2025-10-10T16:20:00Z,AirQ.001,830,755,11.3,13.5,16.2,19.9,22.5,40.2,59.0
2025-10-10T16:20:00Z,SPS3.001,688,230,37.6,67.0,92.2,134.1,22.8,43.1,58.1
2025-10-10T16:20:00Z,FieldLab.001,697,211,,,,,22.1,40.8,99.3
2025-10-10T16:25:00Z,AirQ.001,663,520,11.4,14.1,16.9,19.1,22.8,39.1,68.7
2025-10-10T16:25:00Z,SPS3.001,697,248,36.1,66.0,90.1,138.1,22.7,41.0,57.0
2025-10-10T16:25:00Z,FieldLab.001,863,176,,,,,21.9,41.2,93.7
2025-10-10T16:30:00Z,AirQ.001,742,752,11.8,14.2,17.0,21.0,22.6,39.5,61.5
2025-10-10T16:30:00Z,SPS3.001,725,175,6.3,11.0,14.8,21.8,22.3,38.9,91.2
2025-10-10T16:30:00Z,FieldLab.001,758,176,,,,,22.5,40.0,100.0
2025-10-10T16:35:00Z,AirQ.001,781,623,12.3,13.9,15.8,15.8,23.0,40.2,63.6
2025-10-10T16:35:00Z,SPS3.001,759,170,6.1,11.3,16.5,16.5,22.2,39.7,91.0
2025-10-10T16:35:00Z,FieldLab.001,722,165,,,,,22.3,42.8,100.0
2025-10-10T16:40:00Z,AirQ.001,757,785,10.2,12.0,12.1,15.9,23.1,39.7,62.8
2025-10-10T16:40:00Z,SPS3.001,783,172,4.9,7.9,10.3,17.2,22.5,39.9,93.7
2025-10-10T16:40:00Z,FieldLab.001,795,186,,,,,22.2,41.6,100.0
2025-10-10T16:45:00Z,AirQ.001,809,521,8.6,10.5,10.5,14.6,22.7,39.5,70.6
2025-10-10T16:45:00Z,SPS3.001,691,152,5.3,9.1,9.6,17.8,22.3,38.4,92.7
2025-10-10T16:45:00Z,FieldLab.001,772,171,,,,,22.1,40.1,100.0
2025-10-10T16:50:00Z,AirQ.001,838,857,11.6,13.5,16.0,20.2,23.0,37.8,56.7
2025-10-10T16:50:00Z,SPS3.001,676,175,3.9,8.3,13.3,21.5,22.0,38.3,93.4
2025-10-10T16:50:00Z,FieldLab.001,780,175,,,,,22.2,40.2,100.0
2025-10-10T16:55:00Z,AirQ.001,775,672,9.7,11.0,14.5,17.2,23.0,38.3,65.2
2025-10-10T16:55:00Z,SPS3.001,760,170,6.2,9.5,12.8,17.9,22.5,41.6,92.4
2025-10-10T16:55:00Z,FieldLab.001,783,219,,,,,22.2,39.9,98.8
2025-10-10T17:00:00Z,AirQ.001,703,187,7.1,8.8,10.7,15.8,22.2,39.1,93.0
2025-10-10T17:00:00Z,SPS3.001,777,170,5.4,9.8,13.0,16.0,22.4,40.0,92.2
2025-10-10T17:00:00Z,FieldLab.001,843,181,,,,,22.5,38.5,95.7
2025-10-10T17:05:00Z,AirQ.001,656,197,8.2,9.6,12.2,16.2,22.5,39.4,92.3
2025-10-10T17:05:00Z,SPS3.001,770,176,5.7,9.3,13.6,19.9,22.2,37.4,92.6
2025-10-10T17:05:00Z,FieldLab.001,720,166,,,,,22.4,38.9,100.0
2025-10-10T17:10:00Z,AirQ.001,708,183,7.5,9.1,11.8,11.8,21.7,37.2,92.7
2025-10-10T17:10:00Z,SPS3.001,754,213,4.1,8.1,11.8,16.9,22.2,40.3,92.7
2025-10-10T17:10:00Z,FieldLab.001,813,137,,,,,22.0,39.4,98.7
2025-10-10T17:15:00Z,AirQ.001,774,206,6.1,6.8,8.8,12.3,22.5,38.6,94.2
2025-10-10T17:15:00Z,SPS3.001,663,185,5.4,8.4,11.7,20.4,22.3,40.1,93.3
2025-10-10T17:15:00Z,FieldLab.001,762,137,,,,,22.3,40.3,100.0
2025-10-10T17:20:00Z,AirQ.001,716,168,7.4,7.9,9.1,10.7,22.5,39.2,93.7
2025-10-10T17:20:00Z,SPS3.001,700,174,3.9,6.9,10.3,10.3,22.6,40.5,94.5
2025-10-10T17:20:00Z,FieldLab.001,737,188,,,,,22.7,38.9,100.0
2025-10-10T17:25:00Z,AirQ.001,804,170,6.6,7.1,7.1,9.0,22.1,40.9,93.9
2025-10-10T17:25:00Z,SPS3.001,724,239,3.5,6.9,11.9,16.4,22.5,38.0,92.0
2025-10-10T17:25:00Z,FieldLab.001,714,124,,,,,22.5,38.8,100.0
2025-10-10T17:30:00Z,AirQ.001,738,154,11.1,12.5,13.7,16.8,22.4,39.0,90.0
2025-10-10T17:30:00Z,SPS3.001,665,180,6.0,11.0,17.2,24.8,22.4,39.1,91.2
2025-10-10T17:30:00Z,FieldLab.001,719,156,,,,,22.6,37.2,100.0
2025-10-10T17:35:00Z,AirQ.001,677,142,9.1,10.6,11.9,11.9,22.5,39.6,91.5
2025-10-10T17:35:00Z,SPS3.001,676,138,5.3,9.7,11.2,16.4,22.1,40.7,92.2
2025-10-10T17:35:00Z,FieldLab.001,893,144,,,,,22.5,40.2,90.7
2025-10-10T17:40:00Z,AirQ.001,756,249,12.6,14.7,17.5,22.5,22.5,38.0,85.2
2025-10-10T17:40:00Z,SPS3.001,703,146,5.0,9.8,12.7,28.4,22.0,39.8,92.2
2025-10-10T17:40:00Z,FieldLab.001,749,158,,,,,22.9,37.0,100.0
2025-10-10T17:45:00Z,AirQ.001,734,177,6.5,7.5,10.4,11.9,22.4,36.9,94.0
2025-10-10T17:45:00Z,SPS3.001,841,186,5.9,10.3,16.2,27.0,22.6,40.0,87.7
2025-10-10T17:45:00Z,FieldLab.001,930,119,,,,,22.4,39.7,87.0
2025-10-10T17:50:00Z,AirQ.001,654,120,7.5,9.5,12.5,16.4,22.5,37.5,92.4
2025-10-10T17:50:00Z,SPS3.001,760,176,4.7,8.3,9.9,22.7,22.5,41.9,93.4
2025-10-10T17:50:00Z,FieldLab.001,799,159,,,,,22.4,38.9,100.0
2025-10-10T17:55:00Z,AirQ.001,785,157,8.7,11.5,12.1,17.8,22.1,39.6,90.8
2025-10-10T17:55:00Z,SPS3.001,787,174,5.4,11.0,12.0,28.2,22.8,39.2,91.2
2025-10-10T17:55:00Z,FieldLab.001,914,190,,,,,22.5,39.5,88.6
2025-10-10T18:00:00Z,AirQ.001,705,158,11.2,13.2,15.9,17.6,22.6,41.3,89.4
2025-10-10T18:00:00Z,SPS3.001,779,126,4.1,5.6,9.7,10.2,22.8,36.8,95.5
2025-10-10T18:00:00Z,FieldLab.001,846,170,,,,,22.5,38.1,95.4
2025-10-10T18:05:00Z,AirQ.001,809,144,4.7,5.6,5.6,5.8,22.8,40.1,94.6
2025-10-10T18:05:00Z,SPS3.001,688,144,4.8,9.7,13.2,19.3,22.3,38.6,92.2
2025-10-10T18:05:00Z,FieldLab.001,839,236,,,,,22.6,41.6,93.8
2025-10-10T18:10:00Z,AirQ.001,737,178,7.8,9.5,12.4,14.9,22.9,37.9,92.4
2025-10-10T18:10:00Z,SPS3.001,690,162,3.5,6.7,8.0,14.2,22.7,38.6,94.6
2025-10-10T18:10:00Z,FieldLab.001,753,153,,,,,22.8,40.6,100.0
2025-10-10T18:15:00Z,AirQ.001,724,127,5.7,7.0,9.7,9.7,22.4,37.3,94.4
2025-10-10T18:15:00Z,SPS3.001,758,176,7.1,13.8,17.8,29.8,23.0,37.6,89.0
2025-10-10T18:15:00Z,FieldLab.001,767,194,,,,,22.8,38.7,100.0
2025-10-10T18:20:00Z,AirQ.001,616,133,9.1,10.8,13.2,13.4,22.3,40.9,91.4
2025-10-10T18:20:00Z,SPS3.001,787,194,5.3,8.6,13.5,17.6,22.6,39.2,93.1
2025-10-10T18:20:00Z,FieldLab.001,780,182,,,,,22.3,36.3,100.0
2025-10-10T18:25:00Z,AirQ.001,692,158,8.9,11.0,13.6,18.5,22.4,38.2,91.2
2025-10-10T18:25:00Z,SPS3.001,718,190,4.0,8.0,12.0,20.9,23.2,41.5,93.6
2025-10-10T18:25:00Z,FieldLab.001,773,187,,,,,22.3,36.8,100.0
2025-10-10T18:30:00Z,AirQ.001,726,150,9.1,11.2,12.9,18.0,22.8,36.6,91.0
2025-10-10T18:30:00Z,SPS3.001,760,141,2.3,5.3,6.7,15.5,22.8,39.9,95.8
2025-10-10T18:30:00Z,FieldLab.001,742,186,,,,,23.1,39.5,100.0
2025-10-10T18:35:00Z,AirQ.001,758,104,8.2,9.5,9.8,10.6,22.4,40.7,92.4
2025-10-10T18:35:00Z,SPS3.001,681,172,6.0,11.1,14.2,22.3,22.9,37.5,91.1
2025-10-10T18:35:00Z,FieldLab.001,760,159,,,,,22.5,39.6,100.0
2025-10-10T18:40:00Z,AirQ.001,682,170,8.4,9.4,11.2,12.0,22.7,37.3,92.5
2025-10-10T18:40:00Z,SPS3.001,737,197,6.3,11.8,16.6,31.8,22.7,38.5,90.6
2025-10-10T18:40:00Z,FieldLab.001,784,185,,,,,22.9,40.0,100.0
2025-10-10T18:45:00Z,AirQ.001,834,167,7.3,8.7,9.9,12.9,22.9,37.9,89.6
2025-10-10T18:45:00Z,SPS3.001,679,192,6.1,8.7,9.4,22.4,23.0,39.0,93.0
2025-10-10T18:45:00Z,FieldLab.001,782,190,,,,,22.9,37.3,100.0
2025-10-10T18:50:00Z,AirQ.001,686,123,5.6,7.0,7.3,11.1,22.6,39.9,94.4
2025-10-10T18:50:00Z,SPS3.001,741,167,4.8,8.4,14.6,14.6,22.6,39.0,93.3
2025-10-10T18:50:00Z,FieldLab.001,794,161,,,,,22.7,37.9,100.0
2025-10-10T18:55:00Z,AirQ.001,697,121,6.0,7.0,8.0,11.2,22.9,41.9,94.4
2025-10-10T18:55:00Z,SPS3.001,629,184,7.3,13.7,16.0,24.0,23.0,35.6,89.0
2025-10-10T18:55:00Z,FieldLab.001,778,153,,,,,22.9,37.0,100.0
2025-10-10T19:00:00Z,AirQ.001,506,110,4.9,5.9,7.4,9.4,22.5,38.6,95.3
2025-10-10T19:00:00Z,SPS3.001,466,94,3.2,3.6,3.6,9.0,22.5,38.9,97.1
2025-10-10T19:00:00Z,FieldLab.001,466,104,,,,,22.1,40.6,100.0
2025-10-10T19:05:00Z,AirQ.001,467,59,2.5,3.2,3.5,3.5,22.2,41.7,97.4
2025-10-10T19:05:00Z,SPS3.001,449,113,1.9,4.3,5.1,11.3,22.5,39.2,96.6
2025-10-10T19:05:00Z,FieldLab.001,495,83,,,,,22.5,39.4,100.0
2025-10-10T19:10:00Z,AirQ.001,493,87,2.8,2.8,4.3,6.1,22.7,41.2,97.8
2025-10-10T19:10:00Z,SPS3.001,508,69,1.1,3.4,7.2,7.2,22.1,38.6,97.3
2025-10-10T19:10:00Z,FieldLab.001,543,121,,,,,22.7,41.1,100.0
2025-10-10T19:15:00Z,AirQ.001,459,165,3.8,3.8,4.0,4.8,22.7,39.9,97.0
2025-10-10T19:15:00Z,SPS3.001,490,92,3.1,4.9,9.2,15.0,22.4,38.8,96.1
2025-10-10T19:15:00Z,FieldLab.001,502,130,,,,,22.3,38.4,100.0
2025-10-10T19:20:00Z,AirQ.001,450,154,0.3,0.5,0.5,0.5,22.3,39.7,99.6
2025-10-10T19:20:00Z,SPS3.001,475,133,2.7,4.6,6.4,6.4,22.3,39.2,96.3
2025-10-10T19:20:00Z,FieldLab.001,464,109,,,,,22.2,40.5,100.0
2025-10-10T19:25:00Z,AirQ.001,483,69,6.3,6.9,8.0,8.3,22.2,40.6,94.5
2025-10-10T19:25:00Z,SPS3.001,491,99,0.5,3.0,4.7,9.4,22.1,39.1,97.6
2025-10-10T19:25:00Z,FieldLab.001,539,103,,,,,22.6,40.0,100.0
2025-10-10T19:30:00Z,AirQ.001,465,112,3.5,4.1,6.6,6.6,22.1,41.0,96.7
2025-10-10T19:30:00Z,SPS3.001,484,92,2.9,4.3,5.4,10.9,22.5,38.5,96.6
2025-10-10T19:30:00Z,FieldLab.001,502,89,,,,,22.9,39.6,100.0
2025-10-10T19:35:00Z,AirQ.001,436,100,2.8,3.5,4.5,7.3,22.6,40.9,97.2
2025-10-10T19:35:00Z,SPS3.001,503,50,0.0,0.3,0.3,0.3,22.3,41.3,99.8
2025-10-10T19:35:00Z,FieldLab.001,501,75,,,,,22.3,39.8,100.0
2025-10-10T19:40:00Z,AirQ.001,471,124,3.9,4.5,4.8,6.0,22.2,39.7,96.4
2025-10-10T19:40:00Z,SPS3.001,509,80,3.0,4.7,4.7,13.2,22.4,39.0,96.2
2025-10-10T19:40:00Z,FieldLab.001,442,99,,,,,22.9,37.7,100.0
2025-10-10T19:45:00Z,AirQ.001,460,134,2.6,3.2,3.2,3.2,22.3,40.3,97.4
2025-10-10T19:45:00Z,SPS3.001,451,114,0.7,0.7,4.5,4.5,22.5,39.8,99.4
2025-10-10T19:45:00Z,FieldLab.001,495,81,,,,,22.0,37.8,100.0
2025-10-10T19:50:00Z,AirQ.001,482,96,2.4,3.3,4.5,4.8,22.2,40.7,97.4
2025-10-10T19:50:00Z,SPS3.001,446,100,4.6,8.0,11.5,17.1,22.2,39.0,93.6
2025-10-10T19:50:00Z,FieldLab.001,500,88,,,,,22.3,38.3,100.0
2025-10-10T19:55:00Z,AirQ.001,461,93,4.7,5.0,5.0,7.8,22.8,37.9,96.0
2025-10-10T19:55:00Z,SPS3.001,446,129,0.7,1.5,1.5,1.5,22.4,39.4,98.8
2025-10-10T19:55:00Z,FieldLab.001,474,127,,,,,22.7,38.6,100.0
2025-10-10T20:00:00Z,AirQ.001,468,88,4.8,5.7,5.7,9.1,21.9,40.8,95.4
2025-10-10T20:00:00Z,SPS3.001,483,62,0.8,2.0,5.2,5.2,22.7,40.2,98.4
2025-10-10T20:00:00Z,FieldLab.001,505,103,,,,,22.4,36.3,100.0
2025-10-10T20:05:00Z,AirQ.001,483,55,2.5,3.9,5.7,6.3,22.8,38.3,96.9
2025-10-10T20:05:00Z,SPS3.001,469,83,1.4,3.2,3.2,12.2,22.4,39.4,97.4
2025-10-10T20:05:00Z,FieldLab.001,516,92,,,,,22.3,38.5,100.0
2025-10-10T20:10:00Z,AirQ.001,498,97,4.0,4.8,7.1,7.1,22.6,40.9,96.2
2025-10-10T20:10:00Z,SPS3.001,508,138,0.1,2.1,2.2,8.3,22.6,39.6,98.3
2025-10-10T20:10:00Z,FieldLab.001,477,128,,,,,22.4,40.3,100.0
2025-10-10T20:15:00Z,AirQ.001,465,87,3.9,4.2,5.0,5.6,22.3,39.5,96.6
2025-10-10T20:15:00Z,SPS3.001,462,102,0.0,0.0,0.0,3.5,22.3,39.2,100.0
2025-10-10T20:15:00Z,FieldLab.001,480,126,,,,,22.5,36.7,100.0
2025-10-10T20:20:00Z,AirQ.001,472,135,5.4,5.9,6.6,6.6,22.6,41.9,95.3
2025-10-10T20:20:00Z,SPS3.001,513,146,2.0,4.9,6.7,11.1,22.4,38.2,96.1
2025-10-10T20:20:00Z,FieldLab.001,474,127,,,,,22.2,36.5,100.0
2025-10-10T20:25:00Z,AirQ.001,450,103,3.3,3.6,3.6,3.6,22.4,37.3,97.1
2025-10-10T20:25:00Z,SPS3.001,480,62,0.0,0.3,0.3,0.3,22.6,41.9,99.8
2025-10-10T20:25:00Z,FieldLab.001,497,115,,,,,22.4,38.9,100.0
2025-10-10T20:30:00Z,AirQ.001,508,126,3.2,3.7,5.1,5.1,22.9,38.7,97.0
2025-10-10T20:30:00Z,SPS3.001,499,112,2.4,3.4,4.7,4.7,22.6,38.7,97.3
2025-10-10T20:30:00Z,FieldLab.001,509,66,,,,,22.1,38.2,100.0
2025-10-10T20:35:00Z,AirQ.001,444,114,4.1,5.1,7.3,8.2,22.6,38.4,95.9
2025-10-10T20:35:00Z,SPS3.001,488,100,0.8,0.8,2.0,2.0,22.4,38.6,99.4
2025-10-10T20:35:00Z,FieldLab.001,505,113,,,,,22.3,39.0,100.0
2025-10-10T20:40:00Z,AirQ.001,501,113,2.2,2.7,4.5,5.9,22.2,40.5,97.8
2025-10-10T20:40:00Z,SPS3.001,507,72,1.4,2.1,4.4,8.9,22.6,37.7,98.3
2025-10-10T20:40:00Z,FieldLab.001,483,91,,,,,22.8,39.5,100.0
2025-10-10T20:45:00Z,AirQ.001,498,82,3.5,4.6,6.1,8.8,22.5,38.1,96.3
2025-10-10T20:45:00Z,SPS3.001,452,131,2.9,6.1,6.7,21.3,22.6,40.5,95.1
2025-10-10T20:45:00Z,FieldLab.001,478,124,,,,,23.1,39.3,100.0
2025-10-10T20:50:00Z,AirQ.001,475,134,2.2,2.3,2.3,3.6,22.4,39.2,98.2
2025-10-10T20:50:00Z,SPS3.001,476,140,0.0,1.0,2.3,2.3,22.7,38.1,99.2
2025-10-10T20:50:00Z,FieldLab.001,523,136,,,,,22.9,39.5,100.0
2025-10-10T20:55:00Z,AirQ.001,468,84,4.6,5.3,5.3,7.7,22.5,42.4,95.8
2025-10-10T20:55:00Z,SPS3.001,462,115,0.0,0.0,0.0,0.0,22.8,35.5,100.0
2025-10-10T20:55:00Z,FieldLab.001,468,122,,,,,23.1,39.2,100.0
2025-10-10T21:00:00Z,AirQ.001,483,100,1.4,1.5,3.7,3.7,22.5,40.4,98.8
2025-10-10T21:00:00Z,SPS3.001,495,66,4.1,5.4,7.5,17.6,22.8,40.4,95.7
2025-10-10T21:00:00Z,FieldLab.001,510,131,,,,,22.7,43.5,100.0
2025-10-10T21:05:00Z,AirQ.001,500,128,1.4,1.9,1.9,1.9,22.6,42.0,98.5
2025-10-10T21:05:00Z,SPS3.001,451,92,1.5,2.1,2.1,5.9,22.1,39.4,98.3
2025-10-10T21:05:00Z,FieldLab.001,470,65,,,,,22.8,38.5,100.0
2025-10-10T21:10:00Z,AirQ.001,511,122,2.6,3.1,4.3,7.0,22.4,38.4,97.5
2025-10-10T21:10:00Z,SPS3.001,477,111,1.3,2.0,2.7,2.7,22.7,41.1,98.4
2025-10-10T21:10:00Z,FieldLab.001,486,160,,,,,22.9,39.1,100.0
2025-10-10T21:15:00Z,AirQ.001,483,133,0.1,1.3,1.3,3.4,22.2,37.3,99.0
2025-10-10T21:15:00Z,SPS3.001,484,129,1.4,3.0,5.4,5.4,22.7,40.7,97.6
2025-10-10T21:15:00Z,FieldLab.001,478,167,,,,,22.6,40.1,100.0
2025-10-10T21:20:00Z,AirQ.001,522,101,0.5,0.9,0.9,1.5,22.4,37.5,99.3
2025-10-10T21:20:00Z,SPS3.001,448,82,1.8,2.9,4.0,13.9,22.7,39.5,97.7
2025-10-10T21:20:00Z,FieldLab.001,488,93,,,,,22.4,39.2,100.0
2025-10-10T21:25:00Z,AirQ.001,481,110,4.9,6.5,9.6,11.0,22.9,38.9,94.8
2025-10-10T21:25:00Z,SPS3.001,481,130,5.0,7.4,9.2,13.9,22.6,36.8,94.1
2025-10-10T21:25:00Z,FieldLab.001,502,108,,,,,22.4,38.4,100.0
2025-10-10T21:30:00Z,AirQ.001,482,171,3.3,4.0,5.9,5.9,22.7,37.9,96.8
2025-10-10T21:30:00Z,SPS3.001,462,141,2.9,4.5,8.6,10.7,22.5,38.4,96.4
2025-10-10T21:30:00Z,FieldLab.001,489,100,,,,,22.7,40.5,100.0
2025-10-10T21:35:00Z,AirQ.001,464,123,4.9,5.6,5.6,5.6,22.5,39.5,95.5
2025-10-10T21:35:00Z,SPS3.001,499,116,3.9,6.2,8.2,15.4,22.4,38.2,95.0
2025-10-10T21:35:00Z,FieldLab.001,527,110,,,,,23.0,37.1,100.0
2025-10-10T21:40:00Z,AirQ.001,468,122,3.6,5.0,8.1,8.1,22.7,36.5,96.0
2025-10-10T21:40:00Z,SPS3.001,453,90,2.0,3.2,3.2,10.3,23.0,37.7,97.4
2025-10-10T21:40:00Z,FieldLab.001,513,123,,,,,22.5,40.0,100.0
2025-10-10T21:45:00Z,AirQ.001,500,95,5.0,6.7,7.5,12.1,22.5,36.2,94.6
2025-10-10T21:45:00Z,SPS3.001,484,137,3.1,4.9,5.8,14.7,22.4,39.5,96.1
2025-10-10T21:45:00Z,FieldLab.001,506,50,,,,,22.8,39.7,100.0
2025-10-10T21:50:00Z,AirQ.001,512,135,3.3,3.9,3.9,6.1,23.0,35.1,96.9
2025-10-10T21:50:00Z,SPS3.001,451,72,1.1,2.3,2.3,3.2,22.5,37.2,98.2
2025-10-10T21:50:00Z,FieldLab.001,445,130,,,,,22.4,37.0,100.0
2025-10-10T21:55:00Z,AirQ.001,474,85,2.4,3.1,3.1,8.1,22.7,39.5,97.5
2025-10-10T21:55:00Z,SPS3.001,489,119,0.0,0.6,0.6,2.8,22.5,38.9,99.5
2025-10-10T21:55:00Z,FieldLab.001,492,105,,,,,22.5,37.2,100.0
2025-10-10T22:00:00Z,AirQ.001,464,86,1.4,1.6,2.9,2.9,22.2,36.2,98.7
2025-10-10T22:00:00Z,SPS3.001,479,86,0.5,0.7,0.8,3.9,22.5,38.1,99.4
2025-10-10T22:00:00Z,FieldLab.001,457,73,,,,,22.3,40.9,100.0
2025-10-10T22:05:00Z,AirQ.001,459,84,3.3,4.2,7.6,8.1,22.5,35.8,96.6
2025-10-10T22:05:00Z,SPS3.001,463,84,2.8,5.5,5.8,6.1,22.5,38.2,95.6
2025-10-10T22:05:00Z,FieldLab.001,488,101,,,,,22.2,39.7,100.0
2025-10-10T22:10:00Z,AirQ.001,489,139,4.9,5.4,7.3,8.7,22.3,40.7,95.7
2025-10-10T22:10:00Z,SPS3.001,474,143,0.0,0.8,0.8,0.8,22.8,40.3,99.4
2025-10-10T22:10:00Z,FieldLab.001,506,105,,,,,22.7,39.0,100.0
2025-10-10T22:15:00Z,AirQ.001,491,102,4.3,4.7,6.0,6.0,22.6,39.7,96.2
2025-10-10T22:15:00Z,SPS3.001,508,136,1.5,1.9,1.9,1.9,22.6,40.9,98.5
2025-10-10T22:15:00Z,FieldLab.001,453,50,,,,,22.5,40.7,100.0
2025-10-10T22:20:00Z,AirQ.001,512,75,6.4,6.8,6.8,13.0,22.2,39.6,94.6
2025-10-10T22:20:00Z,SPS3.001,467,110,3.1,5.4,5.8,7.0,22.8,38.7,95.7
2025-10-10T22:20:00Z,FieldLab.001,484,119,,,,,22.5,40.8,100.0
2025-10-10T22:25:00Z,AirQ.001,501,123,5.2,5.6,5.6,10.1,22.5,40.8,95.5
2025-10-10T22:25:00Z,SPS3.001,517,95,2.7,6.0,7.1,13.3,22.5,39.8,95.2
2025-10-10T22:25:00Z,FieldLab.001,490,100,,,,,22.9,39.2,100.0
2025-10-10T22:30:00Z,AirQ.001,459,79,3.2,3.9,6.6,6.6,22.6,39.0,96.9
2025-10-10T22:30:00Z,SPS3.001,518,114,2.8,4.9,7.8,8.3,22.5,37.5,96.1
2025-10-10T22:30:00Z,FieldLab.001,526,120,,,,,22.9,36.2,100.0
2025-10-10T22:35:00Z,AirQ.001,473,89,5.3,6.5,8.5,9.5,22.9,39.1,94.8
2025-10-10T22:35:00Z,SPS3.001,464,95,1.0,2.8,4.5,4.5,22.8,37.9,97.8
2025-10-10T22:35:00Z,FieldLab.001,481,142,,,,,22.3,39.3,100.0
2025-10-10T22:40:00Z,AirQ.001,509,118,1.6,2.0,2.1,3.1,22.4,38.1,98.4
2025-10-10T22:40:00Z,SPS3.001,477,119,2.8,7.0,11.2,14.9,22.8,38.4,94.4
2025-10-10T22:40:00Z,FieldLab.001,525,110,,,,,21.9,38.0,100.0
2025-10-10T22:45:00Z,AirQ.001,483,71,2.7,3.0,4.2,5.1,22.7,39.3,97.6
2025-10-10T22:45:00Z,SPS3.001,462,84,2.0,3.5,3.5,9.4,22.4,39.3,97.2
2025-10-10T22:45:00Z,FieldLab.001,484,92,,,,,22.6,38.3,100.0
2025-10-10T22:50:00Z,AirQ.001,494,141,5.0,5.9,6.4,6.4,22.5,39.4,95.3
2025-10-10T22:50:00Z,SPS3.001,495,79,3.1,5.2,5.2,14.4,22.9,40.0,95.8
2025-10-10T22:50:00Z,FieldLab.001,533,119,,,,,22.5,38.1,100.0
2025-10-10T22:55:00Z,AirQ.001,498,91,4.5,4.9,6.7,6.7,22.2,37.1,96.1
2025-10-10T22:55:00Z,SPS3.001,468,110,0.3,0.7,4.6,4.6,22.0,40.0,99.4
2025-10-10T22:55:00Z,FieldLab.001,480,87,,,,,22.6,39.6,100.0
2025-10-10T23:00:00Z,AirQ.001,456,76,2.5,2.6,2.6,6.3,22.4,38.7,97.9
2025-10-10T23:00:00Z,SPS3.001,492,72,2.5,2.8,7.3,12.0,22.2,40.7,97.8
2025-10-10T23:00:00Z,FieldLab.001,468,121,,,,,22.4,40.6,100.0
2025-10-10T23:05:00Z,AirQ.001,462,133,2.6,3.4,5.1,10.6,22.1,40.4,97.3
2025-10-10T23:05:00Z,SPS3.001,491,139,1.6,3.7,3.7,5.2,22.3,39.6,97.0
2025-10-10T23:05:00Z,FieldLab.001,482,96,,,,,22.0,36.6,100.0
2025-10-10T23:10:00Z,AirQ.001,470,73,2.5,2.6,2.8,3.3,21.9,38.6,97.9
2025-10-10T23:10:00Z,SPS3.001,485,73,2.4,5.4,8.1,11.7,22.2,42.7,95.7
2025-10-10T23:10:00Z,FieldLab.001,486,102,,,,,22.6,37.9,100.0
2025-10-10T23:15:00Z,AirQ.001,518,66,2.1,2.2,2.2,2.2,22.6,38.7,98.2
2025-10-10T23:15:00Z,SPS3.001,490,115,1.6,3.8,6.5,11.8,22.3,38.8,97.0
